1: Main Flora Type,1: Main Flora Type,2a: Aquatic Sub-Habitat or 2b: Other Sub-Habitat,2c: Rarity,3: Grouping,4: Size,5: Main Body,5a: Branches,5b: Roots,5c: Surface For Main Body,5d: Color For  Main Body,5e: Color Pattern For Main Body,5c: Surface For Branches,5d: Color For  Branches,5e: Color Pattern For Branches,5c: Surface For Roots,5d: Color For  Roots,5e: Color Pattern For Roots,6: Leaves,6a: Leaf Location,6b: Leaf Shape,6c: Leaf Margin,6c: Leaf Surface,6d: Leaf Venation,6e: Leaf Numbers,5c: Surface For Leaves,5d: Color For  Leaves,5e: Color Pattern For Leaves,7: Reproduction,7a: Seeds,7b: Primary Dispersal,7c: Flower Type,7d: Flower Shape,7e: Flower Size,7f: Pedal Shape,7g: Pedal Surface,7h: Flower Location,7i: Flower Scent,7j: Flower Frequency,5c: Surface For Flowers,5d: Color For  Flowers,7k: Flower Pattern,7l: Stamens,7m: Pistils,8: Diet,8a: Tropism,9: Sentience,9a: Sentience Type,10: Edibility For Leaves,10a: Edible Preparation For Leaves or 10c: Medicinal Preparation For Leaves,10b: Medicinal Properties For Leaves,10: Edibility For Flowers,10a: Edible Preparation For Flowers or 10c: Medicinal Preparation For Flowers,10b: Medicinal Properties For Flowers,10: Edibility For Fruit,10a: Edible Preparation For Fruit or 10c: Medicinal Preparation For Fruit,10b: Medicinal Properties For Fruit,10: Edibility For Bark,10a: Edible Preparation For Bark or 10c: Medicinal Preparation For Bark,10b: Medicinal Properties For Bark,10: Edibility For Stems,10a: Edible Preparation For Stems or 10c: Medicinal Preparation For Stems,10b: Medicinal Properties For Stems,10: Edibility For Roots,10a: Edible Preparation For Roots or 10c: Medicinal Preparation For Roots,10b: Medicinal Properties For Roots,
Herbaceous,Aquatic,Salt Water,Common,Medium Patch (12-120),Small (5-25cm),Creeper Vine,Random,Tap,Smooth,Silver,N/A,Waxy,Brown,N/A,Waxy,Grey,N/A,Broad,Regular Interval,Spatulate (Spoon),Undulate,Scaly,Dichotomous (Veins Branching in Symmetric Pairs),Clusters (6+),Smooth,Green,N/A,Seeds,Grain,Gravity,Spray,Bell,Avg. (1-5cm),Blade,Hairy,Regular Interval,Sweet,Annual (Once),Waxy,Green,Mimicry,10+,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Powder,Antipyretic,Nutritious / Tasty,Boiled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Dried,N/A,Non-Edible,N/A,N/A,
Herbaceous,Aquatic,Fresh Water,Very Common,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,Radial,Fibrous,Flaky,Blue,N/A,Smooth,Silver,N/A,Smooth,Green,N/A,Blades,Regular Interval,Hastatae (Triangular Basal Lobes),Sinuate,VelvetyDusty,None,Clusters (6+),Smooth,Gold,N/A,Budding / Fragmentation,Spore,Gravity,Single,Disc,Large (5-10cm),Wavy & Curly,Velvety,Random Interval,Sweet,Perennial (Yearly),Rough,Green,Solid,10+,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Nutritious / Tasty,Ground,N/A,Nutritious / Tasty,Raw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Fomentation,Antinauseant,Non-Edible,N/A,N/A,
Woody,Terrestrial,Mountains,Very Common,Medium Patch (12-120),Small (5-25cm),Multiple Stems / Trunks,Random,Advantageous,Rough,Brown & Red,Solid,Flaky,Blue & White,Stripes,Smooth,Blue,N/A,Compound,Regular Interval,Obovate (Egg Narrow at Base),Lobate,Scaly,Pinnate (Secondary Veins Paired Oppositely),Clusters (6+),Smooth,Green,N/A,Seeds,Fruit,Animal,Single,Cone,Avg. (1-5cm),Curly,Veined,Branch Points,None,Poly-Annual (2-7 Years),Flaky,Grey,Mottled & Blushed,4-9,1,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Ointment,Soporific,Non-Edible,N/A,N/A,Edible,Roasted,N/A,N/A,N/A,N/A,Edible,Boiled,N/A,Edible,Boiled,N/A,
Herbaceous,Terrestrial,Forest / Jungle & Desert / Waste,Uncommon,Solitary (1-2),Average (25cm-1m),Stem / Trunk,Random,Rhizoid,Smooth,Brown,N/A,Smooth,Violet,N/A,Waxy,Green,N/A,Broad,Random Interval,Linear (Parallel Margins & Elongate),Undulate,Scaly,Dichotomous (Veins Branching in Symmetric Pairs),Singles (1),Smooth,Green,N/A,Seeds,Grain,Gravity,Spray,Sphere,Large (5-10cm),Toothed,Veined,Regular Interval,Musky,Other,Smooth,Copper,Spotted & Mimicry,10+,0,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Edible,Dried,N/A,Medicinal / Other,Wash,Antipyretic,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Poultice,Carminative,Edible,Dried,N/A,
Herbaceous,Aquatic,Salt Water,Common,Large Patch (120+),Tiny (<5cm),Creeper Vine,None,Tap,Smooth,Green,N/A,Smooth,Blue,N/A,Smooth,Green,N/A,Compound,Regular Interval,Acuminate (Taper to Long Point),Sinuate,Waxy,None,Clusters (6+) & Clusters (6+),Scaly,Green,N/A,Suckers,Fruit,Animal,Pairs,Complex,Avg. (1-5cm),Blade,Smooth,Branch Points,Sweet,Annual (Once),Waxy,Red,Stripes,4-9,5+,Photo / Chemo-Synthetic,Heat,Non-Sentient,N/A,Edible,Steeped,N/A,Non-Edible & Edible,N/A,N/A,Medicinal / Other,Essence,Cathartic,N/A,N/A,N/A,Non-Edible,N/A,N/A,Edible,Roasted,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Uncommon,Solitary (1-2),Large (1-10m),Multiple Stems / Trunks,Radial,Fibrous,Smooth,Gold & Red,Solid,Waxy,Copper,N/A,Smooth,Green,N/A,Compound,Terminal,Elliptic (Oval Small or No Point),Serrulate,Hairy,None,Pairs (2),Smooth,Green,N/A,Suckers,Nut,Gravity,Single,Bell,Avg. (1-5cm),Round,Smooth,Random Interval,Musky,Perennial (Yearly),Smooth,Violet,Solid & Solid,4-9,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Ground,N/A,Medicinal / Other,Bath,Diuretic,N/A,N/A,N/A,Edible,Ground,N/A,Edible,Blanched,N/A,Medicinal / Other,Ground,Nephretic,
Herbaceous,Terrestrial,Desert / Waste,Very Common,Small Patch (1-12),Huge (>10m),Creeper Vine,Radial,Bulb,Smooth,Green,N/A,Smooth,Green,N/A,Smooth,Green,N/A,Compound,Terminal,Hastatae (Triangular Basal Lobes),Undulate,Scaly,Reticulate (Smaller Veins Forming a Network),Clusters (6+),Smooth & Rough,Violet,N/A,Suckers,Grain,Wind,Pairs,Funnel,Avg. (1-5cm),Wavy,Velvety,Terminal,Musky,Perennial (Yearly),Rough,Blue,Spotted,10+,1,Decay,Light,Non-Sentient,N/A,Edible,Dried,N/A,Medicinal / Other,Other,Poison,N/A,N/A,N/A,Medicinal / Other,Fomentation,Deodorant,Medicinal / Other,Poultice,Detergent,Medicinal / Other,Fomentation,Poison,
Herbaceous,Terrestrial,Plains / Savannah,Very Common,Solitary (1-2),Tiny (<5cm),Multiple Stems / Trunks,Random,Tap,Waxy,Orange,N/A,Smooth,Brown & White,Phases,Smooth,Green,N/A,Broad,Stem / Trunk,Cordate (Heart Stem in Cleft),Serrulate,VelvetyDusty,Cross-Venulate (Small Veins Connecting Secondary Veins),Pairs (2),Smooth & Rough,Silver,N/A,Seeds,Grain,Water,Other,Disc,Tiny (<5mm),Blade,Dusty,Regular Interval,Sweet,Annual (Once),Other,Gold,Blushed,10+,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Edible,Steeped,N/A,Medicinal / Other,Essence,Antilithic,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Ground,Detergent,Medicinal / Other,Essence,Aperient,
Woody,Terrestrial,Plains / Savannah,Common,Medium Patch (12-120),Large (1-10m),Stem / Trunk,Radial,Tap,Rough,Violet,N/A,Rough,Grey,N/A,Rough,Green,N/A,Needles,Random Interval,Cordate (Heart Stem in Cleft),Denticulate,Scaly,Dichotomous (Veins Branching in Symmetric Pairs),Whorls (3-5),Rough,Violet,N/A,Seeds,Fruit,Gravity,Single,Complex,Avg. (1-5cm),Wavy,Waxy,Random Interval,Musky,Other,Smooth,Green,Patches,1-3,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Blanched,N/A,Edible,Raw,N/A,Medicinal / Other,Fomentation,Purgative,Medicinal / Other,Ointment,Poison,Edible,Raw,N/A,Medicinal / Other,Ointment,Hallucinogen,
Woody,Aquatic,Fresh Water,Common,Small Patch (1-12),Huge (>10m),Stem / Trunk,Radial,Fibrous,Waxy,Green,N/A,Flaky,Green,N/A,Smooth,Green,N/A,Broad,Terminal,Acuminate (Taper to Long Point),Sinuate,Waxy,None,Whorls (3-5),Rough,Silver,N/A,Seeds,Fruit,Water,Pairs,Bell,Large (5-10cm),Wavy & Blade,Dusty,Terminal,Musky,Perennial (Yearly),Smooth,Silver,Translucent,4-9,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Nutritious / Tasty,Blanched,N/A,Edible,Boiled,N/A,Edible,Boiled,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Ointment,Cardiac,
Herbaceous,Terrestrial,Forest / Jungle,Very Common,Medium Patch (12-120),Large (1-10m),Multiple Stems / Trunks,Radial,None,Smooth & Smooth,Brown,N/A,Smooth,Violet,N/A,Smooth,Red,N/A,Compound,Branch Points,Cordate (Heart Stem in Cleft),Serrulate,Smooth,None,Singles (1),Smooth,Brown,N/A,Budding / Fragmentation,Grain,Gravity,Single,Funnel,Large (5-10cm),Oval & Wavy,Veined,Branch Points,Musky,Annual (Once),Smooth,Yellow,Stripes,4-9,5+,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Ground,N/A,N/A,N/A,N/A,Nutritious / Tasty,Roasted,N/A,Medicinal / Other,Vapor / Smoke,Emollient,Medicinal / Other,Poultice,Re-Roll,
Herbaceous,Terrestrial,Desert / Waste & Desert / Waste,Uncommon,Medium Patch (12-120),Tiny (<5cm),Stem / Trunk,Radial,Tap,Waxy,Green,N/A,Smooth,Green,N/A,Smooth,Brown,N/A,Blades,Random Interval,Lanceolate (Pointed at Both Ends),Crenate,Smooth,Pinnate (Secondary Veins Paired Oppositely),Singles (1),Smooth,Gold,N/A,Seeds,Nut,Animal,Pairs,Complex,Small (5-10mm),Wavy,Waxy & Veined,Terminal,Sweet,Annual (Once),Other,Yellow,Phases,4-9,5+,Photo / Chemo-Synthetic,Touch,Non-Sentient,N/A,Medicinal / Other,Ground,Anesthetic,Medicinal / Other,Other,Anthelmintic,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Dried,N/A,
Fungus,Terrestrial,Marsh / Swamp / Bog,Uncommon,Large Patch (120+),Tiny (<5cm),Multiple Stems / Trunks,None,Rhizoid,Smooth,Yellow,N/A,Smooth,Yellow,N/A,Smooth,Green,N/A,Blades,Terminal,Elliptic (Oval Small or No Point),Lobate,Smooth,Arcute (Secondary Veins Bending Towards Apex),Clusters (6+) & Clusters (6+),Smooth,Brown,N/A,Seeds,Spore,Animal,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Parasitic,Heat,Non-Sentient,N/A,Nutritious / Tasty,Dried,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Steeped,N/A,
Herbaceous,Terrestrial,Desert / Waste,Common,Medium Patch (12-120),Average (25cm-1m),Creeper Vine,None,Tap,Rough,Violet,N/A,Rough,Violet,N/A,Smooth,Silver,N/A,Broad,Branch Points,Truncate (Squared off Apex),Crenate,Waxy,Cross-Venulate (Small Veins Connecting Secondary Veins),Whorls (3-5),Flaky,Black,N/A,Seeds,Spore,Wind,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Wash,Re-Roll,Edible,Dried,N/A,
Woody,Sub-Terrestrial,Forest / Jungle,Common,Medium Patch (12-120),Huge (>10m),Multiple Stems / Trunks,Ordered,Fibrous,Rough,Orange & Violet,Luminescent,Flaky,Brown,N/A,Smooth,Gold,N/A,Broad,Terminal,Palmate (Hand-Like),Denticulate,VelvetyDusty,Cross-Venulate (Small Veins Connecting Secondary Veins),Singles (1),Smooth,Red,N/A,Seeds,Nut,Animal,Pairs,Sphere,Avg. (1-5cm),Blade,Waxy,Branch Points,Musky,Poly-Annual (2-7 Years),Rough,Green,Stripes,0,5+,Parasitic,Gravity,Non-Sentient,N/A,Nutritious / Tasty,Ground,N/A,Nutritious / Tasty,Raw,N/A,N/A,N/A,N/A,Medicinal / Other,Poultice,Re-Roll,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Hills / Scrub,Uncommon,Solitary (1-2),Huge (>10m),Stem / Trunk,Radial,Tap,Scaly,Yellow,N/A,Rough,Black,N/A,Rough,Grey,N/A,Compound,Branch Points,Falcate (Sickle),Sinuate,Waxy,Palmate (Several Primary Veins Diverging from a Point),Singles (1),Rough,Yellow,N/A,Suckers,Fruit,Animal,Other,Disc,Avg. (1-5cm),Wavy,Sticky,Branch Points,Sweet,Other,Rough,White,Stripes,4-9,5+,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Edible,Roasted,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Crushed,Detergent,Non-Edible,N/A,N/A,Edible,Dried,N/A,Nutritious / Tasty,Raw,N/A,
Herbaceous,Terrestrial,Marsh / Swamp / Bog,Common,Small Patch (1-12),Small (5-25cm),Multiple Stems / Trunks,Radial,Fibrous,Smooth,Green,N/A,Rough,Yellow,N/A,Waxy,Orange,N/A,Compound,Terminal,Linear (Parallel Margins & Elongate),Serate,Smooth,Dichotomous (Veins Branching in Symmetric Pairs),Whorls (3-5),Smooth,Yellow,N/A,Suckers,Spore,Water,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Ground,Carminative,Medicinal / Other,Powder,Antibiotic,
Fungus,Sub-Terrestrial,Forest / Jungle,Rare,Medium Patch (12-120),Small (5-25cm),Stem / Trunk,None,Fibrous,Smooth,Red,N/A,Smooth,Green,N/A,Smooth,Brown & Green,Phases,Blades,Terminal,Cuneate (Wedge Accute Base),Lobate,Smooth,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Whorls (3-5),Flaky,Red,N/A,Seeds,Spore,Animal,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Decay,None,Non-Sentient,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Steeped,N/A,Edible,Dried,N/A,
Woody,Terrestrial,Mountains,Very Common,Medium Patch (12-120),Average (25cm-1m),Multiple Stems / Trunks,Ordered,Tap,Waxy,Green,N/A,Scaly,Grey,N/A,Flaky,Green & Grey,Luminescent,Broad,Terminal,Orbicular (Circular),Undulate,Waxy,None,Whorls (3-5),Smooth,Red,N/A,Suckers,Other,Wind,Bunches,Funnel,Large (5-10cm),Blade,Velvety,Branch Points,None,Perennial (Yearly),Rough,Red,Stripes,0,5+,Decay,Gravity,Non-Sentient,N/A,Edible,Boiled,N/A,Nutritious / Tasty,Raw,N/A,N/A,N/A,N/A,Nutritious / Tasty,Blanched,N/A,Edible,Raw,N/A,Nutritious / Tasty,Roasted,N/A,
Algae,Aquatic,Fresh Water,Rare,Medium Patch (12-120),Large (1-10m),Colonial Mass,Random,Rhizoid,Smooth,White,N/A,Smooth,Grey,N/A,Smooth,Gold,N/A,None,Stem / Trunk,Deltoid (Triangular),Serate,Scaly,Arcute (Secondary Veins Bending Towards Apex),Clusters (6+),Flaky,Brown,N/A,Other,Spore,Animal,Spray,Disc,Small (5-10mm),Wavy,Smooth,Stem / Trunk,None,Poly-Annual (2-7 Years),Smooth,White,Patches & Spotted,4-9,0,Symbiotic,None,Non-Sentient,N/A,N/A,N/A,N/A,Medicinal / Other,Cold Compress,Stomachic,N/A,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Edible,Roasted,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Uncommon,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,Random,Fibrous,Smooth,Brown,N/A,Smooth,Green,N/A,Waxy,Black,N/A,Broad,Regular Interval,Subulate (Awl),Sinuate,Sticky,Parallel (Veins Arranged Axially Not Intersecting),Clusters (6+),Smooth,Yellow,N/A,Seeds,Grain,Water,Spray,Funnel,Small (5-10mm),Toothed,Dusty,Random Interval,Other / Specific,Poly-Annual (2-7 Years),Smooth,Red,Translucent,4-9,5+,Parasitic,Touch,Non-Sentient,N/A,Medicinal / Other,Powder,Nervine,Medicinal / Other & Nutritious / Tasty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Tincture,Re-Roll,Edible,Dried,N/A,
Woody,Terrestrial,Forest / Jungle,Common,Solitary (1-2),Average (25cm-1m),Stem / Trunk,Radial,Fibrous,Rough,Green & Yellow,Spotted & Solid,Waxy,Violet,N/A,Smooth,Blue,N/A,Broad,Regular Interval,Hastatae (Triangular Basal Lobes),Ciliate,Sticky,Palmate (Several Primary Veins Diverging from a Point),Whorls (3-5),Smooth,Blue,N/A,Suckers,Fruit,Animal,Single,Funnel,Avg. (1-5cm),Blade,Velvety,Regular Interval,Musky,Perennial (Yearly),Rough,Brown,Spotted,1-3,1,Photo / Chemo-Synthetic,Touch,Non-Sentient,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Edible,Blanched,N/A,Medicinal / Other,Tincture,Balsam,
Woody,Terrestrial,Plains / Savannah,Rare,Solitary (1-2),Small (5-25cm),Stem / Trunk,Radial,Fibrous,Waxy,Green,N/A,Rough,Grey,N/A,Flaky,Brown & Black,Phases,Broad,Random Interval,Acuminate (Taper to Long Point),Dentate,Smooth,Cross-Venulate (Small Veins Connecting Secondary Veins),Singles (1),Scaly,Grey,N/A,Budding / Fragmentation,Fruit,Animal,Compound,Sphere,Large (5-10cm),Round,Waxy,Branch Points,Sweet,Perennial (Yearly),Smooth,Yellow,Stripes,4-9,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Nutritious / Tasty,Raw,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Marsh / Swamp / Bog,Very Common,Medium Patch (12-120),Huge (>10m),Stem / Trunk,Radial,Tap,Smooth,Blue,N/A,Smooth,Green & Green,Solid,Waxy,Black,N/A,Compound,Regular Interval,Palmate (Hand-Like),Serate,VelvetyDusty,Arcute (Secondary Veins Bending Towards Apex),Whorls (3-5),Smooth,Green,N/A,Suckers,Grain,Water,Pairs,Spike,Avg. (1-5cm),Round,Veined,Branch Points,Musky,Other,Smooth,Green,Mimicry,10+,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Blanched,N/A,Medicinal / Other,Infusion,Insecticide,N/A,N/A,N/A,Edible,Roasted,N/A,Medicinal / Other,Fomentation,Balsam,Medicinal / Other,Cold Extract,Analgesic,
Woody,Terrestrial,Forest / Jungle,Rare,Medium Patch (12-120),Large (1-10m),Stem / Trunk,Ordered,Advantageous,Rough,Black,N/A,Smooth,Red,N/A,Smooth,Copper,N/A,Compound,Terminal,Reniform (Kidney),Dentate,Hairy,Palmate (Several Primary Veins Diverging from a Point),Singles (1),Scaly,Brown,N/A,Seeds,Nut,Gravity,Single,Funnel,Avg. (1-5cm),Wavy,Velvety,Stem / Trunk,Sweet,Annual (Once),Smooth,White,Solid,1-3,0,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Edible,Blanched,N/A,Edible,Ground,N/A,N/A,N/A,N/A,Edible,Roasted,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Raw,N/A,
Herbaceous,Terrestrial,Desert / Waste,Common,Solitary (1-2),Average (25cm-1m),Stem / Trunk,Radial,Fibrous,Smooth,Red,N/A,Other,Green,N/A,Smooth,Red,N/A,Needles,Random Interval,Truncate (Squared off Apex),Lobate,Waxy,Palmate (Several Primary Veins Diverging from a Point),Clusters (6+),Smooth,Brown,N/A,Seeds,Spore,Water,Other,Bell,Tiny (<5mm),Curly,Hairy,Stem / Trunk,Foul,Perennial (Yearly),Smooth,Orange,Blushed,10+,0,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other & Non-Edible,N/A,N/A,Nutritious / Tasty,Steeped,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Dried,N/A,Nutritious / Tasty,Dried,N/A,
Woody,Terrestrial,Plains / Savannah,Rare,Small Patch (1-12),Average (25cm-1m),Multiple Stems / Trunks,Random,Fibrous,Rough,Green,N/A,Rough,Blue,N/A,Rough,Red,N/A,Broad,Branch Points,Cuneate (Wedge Accute Base),Sinuate,VelvetyDusty,Parallel (Veins Arranged Axially Not Intersecting),Pairs (2),Rough,White,N/A,Budding / Fragmentation,Nut,Animal,Single,Bell,Small (5-10mm),Blade,Dusty,Regular Interval,Sweet,Annual (Once),Smooth & Flaky,Green,Night Blooming,1-3,5+,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Decoction,Re-Roll,Non-Edible,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Poultice,Colorant,Nutritious / Tasty,Raw,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Mountains,Uncommon,Solitary (1-2),Average (25cm-1m),Multiple Stems / Trunks,None,Rhizoid,Smooth,Yellow,N/A,Smooth,Black,N/A,Waxy,Gold,N/A,Needles,Regular Interval,Hastatae (Triangular Basal Lobes),Undulate,Smooth,Cross-Venulate (Small Veins Connecting Secondary Veins),Clusters (6+),Waxy,Yellow,N/A,Seeds,Fruit,Water,Other,Cone,Tiny (<5mm),Curly & Thread,Sticky,Branch Points,Musky,Perennial (Yearly),Rough,Red,Stripes,4-9,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Nutritious / Tasty,Raw,N/A,Medicinal / Other,Tincture,Re-Roll,Medicinal / Other,Juice,Aromatic,N/A,N/A,N/A,Nutritious / Tasty,Steeped,N/A,Medicinal / Other,Syrup,Re-Roll,
Herbaceous,Aquatic,Fresh Water,Common,Solitary (1-2),Huge (>10m),Stem / Trunk,Radial,Fibrous,Smooth,Gold,N/A,Smooth,Black,N/A,Other,Gold,N/A,Broad,Random Interval,Lobed (Deeply Indented Margins),Undulate,Smooth,Palmate (Several Primary Veins Diverging from a Point),Clusters (6+),Waxy,Silver,N/A,Seeds,Grain,Gravity,Compound,Disc,Avg. (1-5cm),Wavy,Hairy,Branch Points,Other / Specific,Perennial (Yearly),Waxy,Black,Solid,10+,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Cold Extract,Acrid,Medicinal / Other,Essence,Rubefacient,N/A,N/A,N/A,Medicinal / Other,Infusion,Stomachic,Edible,Roasted,N/A,Medicinal / Other,Cold Extract,Nervine,
Woody,Sub-Terrestrial,Desert / Waste,Uncommon,Large Patch (120+),Average (25cm-1m),Stem / Trunk,Random,Rhizoid,Waxy,Red,N/A,Flaky,Grey,N/A,Scaly,Green,N/A,Compound,Regular Interval,Cuneate (Wedge Accute Base),Spiny,Waxy,Parallel (Veins Arranged Axially Not Intersecting),Pairs (2),Scaly,Green,N/A,Seeds,Fruit,Animal,Pairs,Sphere,Avg. (1-5cm),Curly,Dusty,Regular Interval,Musky,Poly-Annual (2-7 Years),Scaly,Copper,Stripes,1-3,1,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Nutritious / Tasty,Ground,N/A,Nutritious / Tasty,Raw,N/A,Edible,Ground,N/A,Edible,Boiled,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Raw,N/A,
Fungus,Terrestrial,Forest / Jungle,Very Common,Small Patch (1-12),Small (5-25cm),Multiple Stems / Trunks,None,Rhizoid,Smooth,Green,N/A,Other,Black,N/A,Waxy,Brown,N/A,Needles,Terminal,Subulate (Awl),Ciliate,Smooth,Reticulate (Smaller Veins Forming a Network),Clusters (6+),Smooth,Black,N/A,Seeds,Spore,Wind,Spray,Bell,Small (5-10mm),Curly,Velvety,Terminal,None,Perennial (Yearly),Scaly,Copper,Solid,1-3,1,Decay,Gravity,Non-Sentient,N/A,Nutritious / Tasty,Roasted,N/A,Edible,Boiled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Boiled,N/A,Medicinal / Other,Whole,Aphrodesiac,
Herbaceous,Aquatic,Fresh Water,Very Rare,Small Patch (1-12),Average (25cm-1m),Creeper Vine,None,Fibrous,Smooth,Black & Green,Iridescent,Smooth,Green,N/A,Smooth,Green,N/A,Broad,Branch Points,Rhomboid (Diamond),Lobate,Error: Roll Out of Range,Dichotomous (Veins Branching in Symmetric Pairs),Pairs (2),Flaky,Violet,N/A,Suckers,Fruit,Animal,Pairs,Cone,Small (5-10mm),Wavy,Dusty,Branch Points,Foul,Annual (Once),Scaly,Yellow,Stripes,10+,0,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Nutritious / Tasty,Roasted,N/A,Edible,Boiled,N/A,Medicinal / Other,Juice,Coagulant,N/A,N/A,N/A,Medicinal / Other,Syrup,Laxative,Nutritious / Tasty,Dried,N/A,
Algae,Sub-Terrestrial,Plains / Savannah,Common,Medium Patch (12-120),Average (25cm-1m),Colonial Mass,Random,Rhizoid,Smooth,Green,N/A,Smooth,Black,N/A,Smooth,Green,N/A,None & None,Terminal,Palmate (Hand-Like),Sinuate,Waxy,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Pairs (2),Smooth,White,N/A,Other,Spore,Water,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Decay,Heat,Non-Sentient,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Raw,N/A,Edible,Blanched,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Common,Solitary (1-2),Huge (>10m),Creeper Vine,Random,Fibrous,Smooth,Yellow,N/A,Waxy,Green,N/A,Smooth,Green,N/A,Broad,Regular Interval,Flabellate (Fan Shaped),Lobate,Smooth,Dichotomous (Veins Branching in Symmetric Pairs),Clusters (6+),Flaky,Brown,N/A,Seeds,Grain,Animal,Compound,Sphere,Small (5-10mm),Curly,Hairy,Terminal,Foul,Annual (Once),Rough,Blue,Solid,1-3,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Blanched,N/A,Medicinal / Other,Juice,Antiphlogistic,N/A,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Wash,Antiphlogistic,
